active_zone,faCoordinateX,faCoordinateY,faCoordinateZ,nearest_neighbor_distance,distance_to_presynaptic,distance_to_postsynaptic,distance_to_fusion_point
0,492.744445,470.468384,201.274593,1.8365664717371368,5.537881333459078,20.208177985696608,36.03856309806892
0,426.954382,676.975292,184.986278,7.998258705263889,3.875120516942961,21.224882685428767,116.82409845004912
0,459.476701,591.688465,147.35036,7.193617349957702,4.329938578585311,23.010055728927174,25.971872836276095
0,456.379231,269.611034,132.103019,7.832315480472285,3.8963399383926833,19.14919460037707,41.25094961673204
0,447.244049,589.320091,122.519618,7.696707049087721,4.734720722643354,21.766970898526797,35.01607994197182
0,451.593462,523.330334,97.348834,1.349256175844283,9.371030580995859,28.653172464214176,56.591092387876294
0,451.605193,521.989547,97.198352,1.349256175844283,9.523721448055225,29.051950925150923,56.520745332928804
0,490.871302,644.777757,228.623601,6.826508900640645,5.178101879492799,20.482197629458177,47.2496698610859
0,487.715865,639.901789,220.231184,10.206101591689228,4.387882522707082,21.960863889334686,45.4620050308828
0,488.86508,459.945704,190.463007,5.010297049586223,5.0442823762419,20.37427540745206,24.159792892629042
0,491.919118,294.179892,230.604895,6.8803889692361535,12.569325806071943,17.581199144743238,27.933643937403147
0,494.391532,544.671147,193.336387,8.7490077405943,6.483651597104665,18.571446812244268,14.317458648433298
0,453.841327,263.589037,126.890314,8.359288127481308,4.446036778630152,19.196072220815545,46.761641564636896
0,417.320227,702.311636,213.944923,6.729557980306393,6.57982055757428,20.190727500479984,132.21856383592296
0,453.629506,234.124213,133.853235,9.80872018703756,7.704966908346254,20.57658233109302,51.95767962344009
0,439.942955,608.882473,128.155066,8.630387686290907,4.181586349024011,22.250095723090247,49.20266778270763
0,465.908977,641.133366,185.742093,6.042856903535363,6.023202214727851,19.288760516944993,73.35586005768629
0,457.022923,243.168035,132.14883,6.053932464089514,8.956159989937698,17.68166223445614,47.87714382574042
0,484.486831,468.902028,164.489782,8.700904265728122,5.012912848678266,21.807069917006675,13.969266909200377
0,266.823974,764.16109,142.09781,8.914552219239788,5.1292674993908784,28.41923777520565,272.885991597498
0,461.219666,597.96319,150.406179,5.521409833628961,5.681138440832339,21.351611559200506,32.57059359455063
0,494.051575,287.656915,230.111792,6.8803889692361535,16.058469287775186,19.72219951299247,33.93362322985651
