Set,Tomogram name,Alignment directory,Included AZs,Notes,Vesicles segmented?,Best residual,MTs,Actin,Fusing vesicles,Recycling receptors,Clathrin,Ribosomes,Presynaptic receptor,Flotillin,Rod in presynaptic vesicle,Tissue Quality (group rankings),Tissue Quality (CJS initial rankings; 1=intact tissue; 2=slightly dissociated tissue or unsure; 3=synaptosome-like),Initial Scoring,Etomo image rotation input (degrees),Etomo estimated image rotation (degrees),Excluded views,PT residual error mean (automated IMOD patch tracking),"PT residual error mean (manually analyzed; initial, unweighted)",PT residual cutoff,"PT residual error mean (final after editing, unweighted)",#Fids used,Erased Fiducials?,Fid residual error mean,Best alignment (patch/fiducial),Thickness estimate measured in IMOD (nm),Physical pixel size,Super-resolution?,Data pixel size,Cs,Defocus target (µm),Amplitude contrast,# of tilts (intended),# of tilts (actual),Tilt range,Image rotation (degrees),Scope,Detector,Energy filter,Movie format,Total dose (e/Å2),Dose per tilt (e/Å2),Exposure time (s),# of frames,Sample,Grid prep date,Grid name,Milling date,Milling location,Milled grid name,Lamella ID,Data collection date,Data collection location,15F1Fab-AuNP,Antagonists,Cryoprotectant conditions,Fiducials added?
15F1-H4K2Cys,AMmilled54-1_Position_65,liza_az0,0,weirdly empty post,,0.44,Other,,,,,,,,,tissue,3,5,-96,-,,1.632,-,-,-,4,-,0.44,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_68,best_alignment,0,,,2.25,,,,,,,,,,synaptosome,2,5,-96,-,,2.251,-,-,-,5,-,2.52,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_95,liza_az0_rerun,0,only for STA,,1.40,,,,,,,,,,semi-tissue,2,5,-96,-,1,1.395,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_95,liza_az1_rerun,0,"only for STA, not great alignment still",,1.40,,,,,,,,,,semi-tissue,2,5,-96,-,,1.395,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_99,liza_az0,0,,,1.40,,Post,,,,Post?,,,,synaptosome,3,5,-96,-,,1.396,-,-,-,11,-,1.72,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-2_Position_6_3,best_alignment,0,,,0.61,,,,,,,,,,synaptosome,3,5,-96,-,,1.127,-,-,-,29,-,0.61,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_10_3,liza_az1,0,,,,Other,,,,,,,,,tissue,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15F1-H4K2Cys,AMmilled55-1_Position_110,liza_az0,0,,,1.80,Pre; Other,,,,,,,Other (1),,tissue,1,5,-96,-,,1.797,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_112_2,liza_az0,0,,,0.42,Other,Post,,,,,,,,tissue,1,5,-96,-,,1.125,-,-,-,6,-,0.42,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_14,liza_az0,0,,,0.46,,Post,,,,Post,,,,synaptosome,3,5,-96,-,,1.701,-,-,-,4,-,0.46,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_18_2,liza_az0,0,,,2.24,Other,,,,,,,,,tissue,1,5,-96,-,1,2.243,-,-,-,11,-,3.28,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_21_2,liza_az0,0,,,0.78,Other,Post,,,,,,Other (top),,tissue,1,5,-96,-,,1.174,-,-,-,9,-,0.78,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_21_3,liza_az0,0,,,1.12,Other,,,,,,,Pre (1; top),,tissue,1,5,-96,-,,1.124,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_34,liza_az0,0,,,1.00,Other,Post,,,,,,,,tissue,2,5,-96,-,,1.25,0.999,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_35_2,liza_az0,0,,,2.36,Other,,,,,,,,,tissue,1,5,-96,-,1,3.27,2.362,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_38,liza_az0,0,,,0.90,Other,,,Post (23 inside oblong-shaped compartment),,,,,,tissue,2,5,-96,-,"1,2",1.994,-,-,-,11,-,0.9,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_43,liza_az0,0,,,0.60,Other,Post,,,,Post,,,,tissue,1/2?,5,-96,-,,1.291,1.022,-,-,10,-,0.6,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_44,best_alignment,0,,,1.09,,,,,,,,,,tissue,1,5,-96,-,1,1.085,-,-,-,9,-,1.12,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_47,liza_az0,0,,,0.41,Other,,,,,Post (2 clear),,,,tissue,1,5,-96,-,,1.178,-,-,-,4,-,0.41,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_48,liza_az1,0,,,1.38,Pre,Post,,,,,,Pre (1),,tissue,1,5,-96,-,,1.375,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_49,liza_az0,0,,,0.87,,Post,,,,Post,,,,tissue,1,5,-96,-,,0.873,-,-,-,5,-,1.16,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_49,liza_az1,0,,,0.87,,Post,,,,,,,,tissue,1,5,-96,-,,0.873,-,-,-,5,-,1.16,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_5,liza_az0,0,"dark PSD patches example, even bulging outward?",,0.63,,Post,,Post,,,,,,synaptosome,3,5,-96,-,,1.327,-,-,-,12,-,0.63,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_55,liza_az0,0,,,0.68,,,,,,,,,,semi-tissue,3,5,-96,-,,0.676,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_57,liza_az0_rerun,0,inserting or recycling receptors in post AND inside in recycling compartment,,0.84,,,,,,,,,,tissue,1,5,-96,-,,2.514,-,-,-,6,-,0.84,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_6,best_alignment,1,not many aunps,,1.09,,,,,,,,,,semi-tissue,2,5,-96,-,,1.79,-,-,-,4,-,1.09,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_62,liza_az0_rerun,0,,,0.61,Other,Post,3,,,Post,,,,semi-tissue,2,5,-96,-,1,2.992,-,-,-,3,-,0.61,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_69,liza_az1,0,,,1.01,,Post,4,"Post (hard to count, not well aligned)",,Post,,,,tissue,2,5,-96,-,,1.845,-,-,-,6,-,1.01,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_75,liza_az0,0,,,1.33,Other,Post,,,,Post (1?),,Pre (2),,tissue,2,5,-96,-,,1.332,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_75,liza_az1,0,,,1.33,Other,Post,,,,Post (1?),,Pre (2),,tissue,2,5,-96,-,,1.332,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_82,liza_az0,0,,,0.41,Pre; Other,Post,,,,Post,,Other (3; 2 top 1 side),,tissue,1,5,-96,-,,2.081,0.709,-,-,6,-,0.41,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_82,liza_az1_rerun,0,,,0.41,,Post,,,,Post,,,,tissue,1,5,-96,-,1,2.081,0.709,-,-,6,-,0.41,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_87_2,liza_az0,0,,,0.53,Other,,,,,Post,,,,tissue,1,5,-96,-,1,1.175,-,-,-,7,-,0.53,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_87_2,liza_az2,0,,,0.53,,,,,,Post (clear polyribosome?),,,,tissue,1,5,-96,-,,1.175,-,-,-,7,-,0.53,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_96,liza_az0,0,,,0.44,Pre,Post,1,,,,,Pre (1),,semi-tissue,3,5,-96,-,,1.635,-,-,-,6,-,0.44,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-1_Position_98,liza_az0,0,,,1.13,,Post,1,,,Post,,,,semi-tissue,3,5,-96,-,,1.127,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_10,liza_az0,0,,,2.11,Other,Post,,,,,,,,tissue,2,5,-96,-,,2.107,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_21_4,liza_az0,0,,,1.76,,,4,,,,,,,tissue,1,5,-96,-,,1.763,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_22_4,liza_az0,0,,,1.46,Other,,1,,,,,Pre (1),,tissue,1,5,-96,-,,1.459,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_34_2,liza_az0,0,,,3.98,Pre; Other,,,,,,,,,tissue,1,5,-96,-,,3.981,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_35_2,liza_az0_rerun,0,,,1.29,,,,,,Post,,,,tissue,1,5,-96,-,,1.291,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled55-2_Position_7,liza_az0,0,,,0.77,Pre,Post,,,,,,,,semi-tissue,2,5,-96,-,,12.363,1.781,-,-,4,-,0.77,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1and5F11,20240819_HippWaffle_43,liza_az0,0,"two presynaptic vesicles with ""rod""",,0.54,Pre,,,,,,,Pre (2),Pre (2),tissue,2,5,-96,-96,"1,2,3,4,5,6",3.957,-,-,-,3,Y,0.536,fiducial,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.89,603,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240809,20240809AM9-10 (Both),20240813,OHSU,AMmilled#15-1and2,,20240819-20,Janelia,15F1Fab-AuNP; 5F11Fab-AuNP,1 µM ZK; 100 nM RR2b; 1 mM DCKA; 1 mM AP,20% dextran; 5% sucrose,yes
15F1and5F11,20240819_HippWaffle_52,liza_az0,0,,,0.69,,,,,,,,,,synaptosome,3,5,-96,-95,-,4.205,-,-,-,3,Y,0.685,fiducial,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.89,603,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240809,20240809AM9-10 (Both),20240813,OHSU,AMmilled#15-1and2,,20240819-20,Janelia,15F1Fab-AuNP; 5F11Fab-AuNP,1 µM ZK; 100 nM RR2b; 1 mM DCKA; 1 mM AP,20% dextran; 5% sucrose,yes
15F1and5F11,20240820_HippWaffle_109,liza_az0,0,,,0.42,,,,,,Pre,,,,synaptosome,3,5,-96,-96,-,1.883,-,-,-,10,Y,0.418,fiducial,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.89,603,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240809,20240809AM9-10 (Both),20240813,OHSU,AMmilled#15-1and2,,20240819-20,Janelia,15F1Fab-AuNP; 5F11Fab-AuNP,1 µM ZK; 100 nM RR2b; 1 mM DCKA; 1 mM AP,20% dextran; 5% sucrose,yes
15F1and5F11,20240820_HippWaffle_16,liza_az0,0,astrocytic AMPAR?,,0.58,,,,Post,,,,,,semi-tissue,3,5,-96,-96,-,2.602,-,-,-,37,Y,0.577,fiducial,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.89,603,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240809,20240809AM9-10 (Both),20240813,OHSU,AMmilled#15-1and2,,20240819-20,Janelia,15F1Fab-AuNP; 5F11Fab-AuNP,1 µM ZK; 100 nM RR2b; 1 mM DCKA; 1 mM AP,20% dextran; 5% sucrose,yes
