Set,Tomogram name,Alignment directory,Included AZs,Notes,Vesicles segmented?,Best residual,MTs,Actin,Fusing vesicles,Recycling receptors,Clathrin,Ribosomes,Presynaptic receptor,Flotillin,Rod in presynaptic vesicle,Tissue Quality (group rankings),Tissue Quality (CJS initial rankings; 1=intact tissue; 2=slightly dissociated tissue or unsure; 3=synaptosome-like),Initial Scoring,Etomo image rotation input (degrees),Etomo estimated image rotation (degrees),Excluded views,PT residual error mean (automated IMOD patch tracking),"PT residual error mean (manually analyzed; initial, unweighted)",PT residual cutoff,"PT residual error mean (final after editing, unweighted)",#Fids used,Erased Fiducials?,Fid residual error mean,Best alignment (patch/fiducial),Thickness estimate measured in IMOD (nm),Physical pixel size,Super-resolution?,Data pixel size,Cs,Defocus target (µm),Amplitude contrast,# of tilts (intended),# of tilts (actual),Tilt range,Image rotation (degrees),Scope,Detector,Energy filter,Movie format,Total dose (e/Å2),Dose per tilt (e/Å2),Exposure time (s),# of frames,Sample,Grid prep date,Grid name,Milling date,Milling location,Milled grid name,Lamella ID,Data collection date,Data collection location,15F1Fab-AuNP,Antagonists,Cryoprotectant conditions,Fiducials added?
15F1,20240111_WaffleHipp_195,liza_az0,0,,,1.66,,Post,3,,,,,Post (1; top),,synaptosome,3,5,-93,-96,-,4.20,1.7,4.00,1.44,2,-,-,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,32,-65 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_198,best_alignment,0,$,,0.84,Other,,,,,,,Pre (1),,tissue,1,5,-93,-97,-,1.60,0.8,2.00,0.57,0,-,-,patch,150.000,2.296,N,2.296,2.7,-3.5,0.1,33,32,-65 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_227,best_alignment,0,"aunp picking very bad, segmentation missing large chunks",,0.54,,Post,1,,,,,,,semi-tissue,2,5,-93,-96,28-33,11.70,1.0,2.00,0.83,38,N,0.54,fiducial,170.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_69,liza_az2,0,confusing synapse shape but probably lots of good particles for sta,,0.68,Pre,,,,,,,Pre (5),,semi-tissue,2,5,-96,-96,-,5.30,-,-,-,16,Y,0.68,fiducial,260.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_87,liza_az0,0,,,2.28,Other,,,,,,,,,semi-tissue,2,4,-96,-96,-,5.20,2.28,-,2.28,-,-,-,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_91,best_alignment,0,very few AuNPs but nicely aligned and good quality fusion example; good for adding some to subtomo,,0.46,,,1,,,,,Pre (1); Other (1),,synaptosome,2,4,-96,-96,-,5.10,-,-,-,21,Y,0.46,fiducial,270.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240111_WaffleHipp_96,liza_az0,0,large chunks of pre and postsynaptic membrane missing at cleft,,0.50,Other,,1,,,,,Other (2),,tissue,1,4,-96,-96,-,5.30,-,-,-,20,Y,0.5,fiducial,220.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20231020,20231020AM#1-2,20231121,OHSU,AMmilled#4-2,,20240111,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240112_AMmilled4-2_89,liza_az0,0,no active zonogram since top view where no membrane segmentations,,0.90,,,,,,,,Pre (2; top); Other (1),,tissue,1,4,-85,-85,-,2.70,,,,9,Y,0.9,fiducial,220.000,2.06,Y,1.03,2.7,-3.5,0.1,33,33,-68 to 28,-96,Krios2@PNCC,K3,Gatan Image Filter (GIF) BioContinuum HD,.tif,150.00,4.55,1.01,10,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#1-1,20240110,OHSU,AMmilled#4-2,,20240112,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240209_waffleHip_165,best_alignment,0,,,0.66,,,,,,,,,,semi-tissue,2,4,-96,-96,"1,2,3",11.40,-,-,-,6,Y,0.66,fiducial,200.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,150.00,4.55,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#2,20240124,OHSU,AMmilled#5-1,,20240209,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240209_waffleHip_35,best_alignment,0,"only a few, good for sta particles",,1.12,Pre,Post,,,,,,,,synaptosome,3,4,-96,-96,-,2.50,1.1,3.00,1.05,-,-,-,patch,150.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,150.00,4.55,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#2,20240124,OHSU,AMmilled#5-1,,20240209,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240209_waffleHip_71,liza_az0,0,few presynaptic vesicles but still plenty of good aunps and probably good for sta particles,,1.21,,Post,,,,,,Other (1),,semi-tissue,2,4,-96,-97,-,2.80,1.2,4.00,1.17,-,-,-,patch,150.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,150.00,4.55,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#2,20240124,OHSU,AMmilled#5-1,,20240209,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240209_waffleHip_78,best_alignment,0,no vesicles but otherwise pretty nice,,0.79,,Post,,Post (good fig option; dozen? need go count; inside spherical compartment),,,,Other (2),,semi-tissue,2,4,-96,-95,-,7.00,-,-,-,10,Y,0.79,fiducial,220.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,150.00,4.55,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#2,20240124,OHSU,AMmilled#5-1,,20240209,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240307_AMmilled6_252,liza_az0,0,,,1.80,,,,,,,,,,semi-tissue,2,5,-93,-94,-,3.20,1.8,4.00,1.67,0,-,-,patch,180.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,2.1,675,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240109,20240109AM#9,20240227,OHSU,AMmilled#6-1,,20240307,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_168,liza_az0,0,good for sta; a lot of top views hard to pick; clearly broken membranes,,0.63,,,,Post,,,,,,semi-tissue,2,5,-96,-96,-,1.40,0.63,-,0.63,-,-,-,patch,130.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_197,best_alignment,"0,1",good for sta particles,,0.40,,Post,1,,,,,Pre (1); very clear density (good for snapshot),,synaptosome,3,5,-96,-95,"1,2",4.50,0.4,-,0.4,-,-,-,patch,100.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_65,liza_az0,0,good for sta particles possibly,,1.74,,,,,,,,,,synaptosome,2,5,-96,-95,"1,2",6.00,1.7,10.00,1.71,,,,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_71,liza_az0,0,,,1.24,,Post,,,,,,"Pre (5 in same terminal, 2 sets of 2); Other (1)",,tissue,1,5,-96,-97,-,2.80,1.2,3.00,1.24,-,-,-,patch,160.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_91,best_alignment,0,good for sta particles,,0.75,,Post,,,,Post?,,Pre (1),,synaptosome,3,5,-96,-96,-,1.80,0.8,3.00,0.72,,,,patch,140.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240523_HippWaffle_99,liza_az0,0,,,1.00,,Post,,,Post (empty),Post (1-2 maybe?),,,,tissue,1,5,-96,-96,-,2.40,1.0,2.00,0.96,-,-,-,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240523-4,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_17,liza_az0,0,,,0.96,,Post,,,,Post (1 maybe?),,Pre (1),,tissue,1,5,-96,-96,-,1.90,1.0,3.00,0.96,-,-,-,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_18,liza_az0,0,,,1.31,,Post,,,,Post?,,,,semi-tissue,2,5,-96,-96,-,3.00,1.3,4.00,1.05,,,,patch,150.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_21,liza_az0,0,,,0.87,Other,Post,,,,,,Pre (2),,tissue,1,5,-96,-96,-,1.90,0.9,2.00,0.75,-,-,-,patch,150.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_22,liza_az0,0,hole in post membrane but not near pre so still pretty good,,0.83,,Post,1,,,Post; Other,,Pre (2); Other (1),,tissue,1,5,-96,-96,-,1.70,0.8,2.00,0.82,-,-,-,patch,130.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_76,liza_az1_rerun,"0,1",,,0.85,,Post,,"Other post (good example, a few dozen in?)",Pre (empty); other (empty),Other post,,,,tissue,2,5,-96,-95,-,2.00,0.9,-,0.85,,,,patch,,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_83,best_alignment,0,good for sta particles,,1.08,,Post,,,,,,Post (many top); Other (2),,tissue,2,5,-96,-96,-,2.30,1.1,3.00,1.05,-,-,-,patch,190.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_86,liza_az0_rerun,0,,,1.09,Pre; Other,Post,,,,,,Pre (1),,tissue,1,5,-96,-96,-,2.40,1.1,-,1.09,-,-,-,patch,170.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_88,best_alignment,0,"ONLY for endocytosing patch (not in normal AuNPs analysis set, other alignments are)",,1.34,Pre; Other,Post,,insertion or recycling?,Other(good fig example),,,Pre (1),,tissue,1,5,-96,-96,-,3.10,1.3,4.00,1.24,-,-,-,patch,190.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_88,liza_az0_rerun,0,best for az0 other aunps (non-endocytosing patch),,1.34,Pre; Other,Post,,"Recyling patch (good example, looks like in process of recycling)",Other(good fig example),,,Pre (1),,tissue,1,5,-96,-96,-,3.10,1.3,4.00,1.24,-,-,-,patch,190.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240624_HippWaffle_88,liza_az1_rerun,0,best for az1 (edge of tomogram),,1.34,Pre; Other,Post,,,Other(good fig example),,,Pre (1),,tissue,1,5,-96,-96,-,3.10,1.3,4.00,1.24,-,-,-,patch,190.000,2.296,N,2.296,2.7,-3.5,0.1,33,33,-68 to 28,-93,Krios3@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.92,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240402,AM 20240402#5,20240425,OHSU,AMmilled#8-1,,20240624,Janelia,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20240901_AMmilled13-1_43,best_alignment,0,weird invagitation at presynaptic membrane looks too big for normal fusion,,0.48,,Post,1,,,Post,,,,tissue,1,5,-85,-85,-,,-,-,-,13,Y,0.48,fiducial,150.000,2.06,Y,1.03,2.7,-3.5,0.1,33,33,-68 to 28,-96,Krios2@PNCC,K3,Gatan Image Filter (GIF) BioContinuum HD,.tif,120.00,3.64,0.72,10,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240718,20240718AM1 (PVP),20240801,OHSU,AMmilled#13-1,,20240901,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% PVP,yes
15F1,20241030_AMmilled12-1_12,liza_az0,0,large chunks of postsynaptic membrane missing at cleft,,0.98,Other,Post,,,,Post (1 maybe?),,,,tissue,1,5,-85,-,-,-,1.0,-,0.979,-,-,-,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,33,-68 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM3,20240710,OHSU,AMmilled#12-1,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-1_15,best_alignment,0,only including the central synapse face in analysis (the side one is not well segmented near the aunps),,0.50,Other,Post,1,,,Post,,Pre (2),,tissue,1,5,-85,-,-,-,0.5,-,0.503,-,-,-,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,33,-68 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM3,20240710,OHSU,AMmilled#12-1,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-1_15,liza_az2,2,only including the central synapse face in analysis (the side one is not well segmented near the aunps),,0.50,Other,Post,,,,Post,,Pre (2),,tissue,1,5,-85,-,-,-,0.5,-,0.503,-,-,-,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,33,-68 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM3,20240710,OHSU,AMmilled#12-1,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-2_30,liza_az0_rerun,0,,,1.08,Pre,,3,,,,,,,tissue,1,5,-85,-,-,-,1.083,-,1.083,28,Y,1.181,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,33,-68 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM2,20240710,OHSU,AMmilled#12-2,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-2_41,liza_az1_rerun,0,,,0.90,,Post,,,,Post,,,,tissue,1,5,-85,-,-,-,1.478,-,1.478,24,Y,0.901,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,32,-65 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM2,20240710,OHSU,AMmilled#12-2,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-2_53,liza_az0_rerun,0,astrocytic AMPAR?,,0.80,Other,Post,,,,Post,,Other (3?; top),,tissue,1,5,-85,-,-,-,-,-,-,19,Y,0.799,fiducial,,2.089,Y,1.0445,2.7,-5,0.1,33,32,-65 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM2,20240710,OHSU,AMmilled#12-2,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-2_62,liza_az0_rerun,0,,,0.83,Pre,,,,,,,,,tissue,1,5,-85,-,1.00,-,-,-,-,22,Y,0.827,fiducial,,2.089,Y,1.0445,2.7,-5,0.1,33,32,-65 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM2,20240710,OHSU,AMmilled#12-2,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1,20241030_AMmilled12-2_78,liza_az0_rerun,0,,,0.79,,,,,,,,,,tissue,1,5,-85,-,-,-,1.866,-,1.866,13,Y,0.791,patch,,2.089,Y,1.0445,2.7,-5,0.1,33,32,-65 to 28,-85,Krios4@PNCC,K3,BioContinuum HD,.tif,120.00,3.64,0.76,10.000,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20240430,20240430AM2,20240710,OHSU,AMmilled#12-2,,20241030,PNCC,40 nM,1 µM ZK; 1 µM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_104,liza_az0,0,,,0.38,Other,,3,,Pre (?),,,,,semi-tissue,2,5,-96,-,"1,2",-,0.38,-,0.38,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_104_2,best_alignment,0,$$; great docking and MT examples for snapshots,,0.35,Pre,Post,,,Empty on presynaptic side,,,Other (3),,tissue,1,5,-96,-,"1,33",-,0.35,-,0.35,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_19,best_alignment,0,,,0.89,,,,,,,,,,semi-tissue,2,5,-96,-,1.0,-,0.89,-,0.89,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_31_3,liza_az0,0,,,0.75,,,,,,,,Pre (1; top),,semi-tissue,2,5,-96,-,1.0,-,0.75,-,0.75,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_31_5,best_alignment,0,,,0.59,,,,,,,,,,tissue,2,5,-96,-,-,-,0.59,-,0.59,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
